participant	text_id	sentence_id	text	token_count	fix_count	fix_prob	mean_fix_dur	first_fix_dur	first_pass_dur	tot_fix_dur	refix_count	reread_prob	tot_regr_from_dur	scaled_first_pass_dur	scaled_fix_count	scaled_tot_fix_dur	scaled_tot_regr_from_dur
avg	1-15	54	Thus it came about that, three days later, I descended from the train at Styles St. Mary, an absurd little station, with no apparent reason for existence, perched up in the midst of green fields and country lanes.	38	36.142857142857146	20.357142857142858	6012.77380952381	6032.5	6800.5	7677.071428571428	4.142857142857144	6.928571428571427	2225.7142857142862	94.34493693994432	83.80338436744559	87.44115146178487	39.63267278878686
avg	1-15	55	John Cavendish was waiting on the platform, and piloted me out to the car.	14	12.428571428571429	6.214285714285715	1727.8869047619046	1787.357142857143	1902.857142857143	2405.5	3.0	2.857142857142857	829.2857142857144	22.81741271215615	25.839376846629055	24.347627086209044	14.766859148838751
avg	1-15	56	"Got a drop or two of petrol still, you see," he remarked.	12	11.142857142857142	5.999999999999999	1749.577380952381	1757.4285714285713	1879.0	2246.8571428571427	1.7857142857142854	2.2857142857142856	893.8571428571429	22.468991560697262	22.696749932849844	22.44888833064477	15.916664546818957
avg	1-15	57	"Mainly owing to the mater's activities."	6	5.071428571428571	3.0	672.2761904761904	686.5	726.5	974.4285714285714	0.9285714285714286	1.2142857142857142	615.5	5.637329049352711	7.856567284448023	7.21965276485377	10.960036630968432
avg	1-16	58	The village of Styles St. Mary was situated about two miles from the little station, and Styles Court lay a mile the other side of it.	26	23.71428571428571	13.142857142857144	3643.765476190476	3699.285714285714	4078.0714285714284	4910.214285714286	3.6428571428571437	4.499999999999999	1038.6428571428573	54.585284943824924	53.424657534246556	54.325642936103925	18.49482333189184
avg	1-16	59	It was a still, warm day in early July.	9	9.214285714285714	4.142857142857143	1274.1785714285716	1288.142857142857	1496.357142857143	1950.4285714285713	2.4285714285714284	2.285714285714286	851.5714285714287	16.88069183505284	17.98280956218103	18.901042389360803	15.163694640177052
avg	1-16	60	As one looked out over the flat Essex country, lying so green and peaceful under the afternoon sun, it seemed almost impossible to believe that, not so very far away, a great war was running its appointed course.	38	32.5	16.285714285714285	5233.958333333333	5308.5	5956.642857142858	6873.428571428572	3.9285714285714297	6.071428571428571	2980.642857142857	82.02084267846155	74.89927477840449	77.82264189904127	53.07547505787184
avg	1-16	61	I felt I had suddenly strayed into another world.	9	8.5	4.857142857142858	1283.2857142857142	1278.0714285714287	1376.4285714285716	1679.4285714285716	1.4999999999999998	1.9285714285714286	1649.2142857142856	15.129197483856839	16.23690572119258	15.657541786654447	29.36709826766045
avg	1-16	62	As we turned in at the lodge gates, John said: "I'm afraid you'll find it very quiet down here, Hastings."	20	16.21428571428571	9.142857142857142	2603.142857142857	2644.0714285714284	2887.7142857142853	3366.7142857142853	2.0714285714285707	2.7857142857142856	909.7142857142858	37.20073856938693	35.09266720386783	35.8520518649701	16.199028261809673
avg	1-16	63	"My dear fellow, that's just what I want."	8	5.714285714285714	3.428571428571429	891.3214285714284	892.5714285714284	970.2142857142856	1219.357142857143	0.9999999999999998	1.357142857142857	996.0000000000001	9.196649315154232	9.427880741337628	10.15111390525443	17.73549388211951
avg	1-17	64	"Oh, it's pleasant enough if you want to lead the idle life.	12	9.999999999999998	7.285714285714286	1685.5238095238094	1704.2142857142856	1788.0714285714284	2084.5	1.357142857142857	1.7857142857142854	249.21428571428567	21.141027112172836	19.90330378726832	20.505694637984902	4.4376891964081295
avg	1-17	65	I drill with the volunteers twice a week, and lend a hand at the farms.	15	11.928571428571429	6.642857142857143	1866.4238095238093	1867.7857142857142	2046.7142857142856	2454.357142857143	1.9285714285714284	2.4999999999999996	391.92857142857144	24.918371391911208	24.61724415793714	24.93238048954356	6.978962631324566
avg	1-17	66	My wife works regularly 'on the land'.	7	6.428571428571428	2.785714285714286	882.6488095238096	911.7142857142858	1051.857142857143	1346.642857142857	1.4285714285714284	1.5	559.7142857142858	10.389000740655742	11.173784582326078	11.674550403415404	9.966675993996592
avg	1-17	67	She is up at five every morning to milk, and keeps at it steadily until lunchtime.	16	12.785714285714286	5.285714285714285	2021.7261904761906	2017.9999999999998	2143.4999999999995	2542.9285714285716	2.071428571428571	2.5714285714285707	1579.2857142857142	26.331876362650085	26.71232876712328	25.992459758746477	28.121899722723917
avg	1-17	68	It's a jolly good life taking it all round...if it weren't for that fellow Alfred Inglethorp!"	16	15.999999999999998	6.5	2321.4416666666666	2332.571428571429	2823.857142857143	3487.4285714285716	2.3571428571428568	3.142857142857143	1311.7142857142858	36.26813824182933	34.5688960515713	37.29683732057731	23.357330009412124
avg	1-17	69	He checked the car suddenly, and glanced at his watch.	10	7.785714285714285	3.9999999999999996	1202.5714285714287	1214.857142857143	1338.142857142857	1536.857142857143	1.0	1.6428571428571426	990.7857142857142	14.57005455816234	14.49100188020413	13.951156124292323	17.642644552415355
avg	1-17	70	"I wonder if we've time to pick up Cynthia.	9	6.142857142857142	4.071428571428571	1105.3869047619046	1123.5	1184.4285714285713	1285.0714285714287	0.4285714285714285	0.7857142857142856	483.71428571428567	12.32513743858295	10.475423045930697	10.937624330792083	8.613365215842894
avg	1-17	71	No, she'll have started from the hospital by now."	9	7.571428571428571	3.8571428571428568	974.2047619047619	958.5714285714287	1138.9999999999998	1520.428571428571	1.6428571428571426	1.7857142857142854	778.7142857142858	11.661676802870822	13.967230727907598	13.754528517907906	13.866347841571063
avg	1-18	74	"No, Cynthia is a protegee of my mother's, the daughter of an old schoolfellow of hers, who married a rascally solicitor.	21	20.642857142857142	9.714285714285714	2780.07619047619	2803.857142857143	3167.857142857143	4329.785714285715	4.214285714285714	5.0	1593.2857142857142	41.29207915627837	45.91727101799623	47.378704112278974	28.37119381343644
avg	1-18	75	He came a cropper, and the girl was left an orphan and penniless.	13	12.285714285714285	4.642857142857142	1813.842857142857	1826.0714285714282	2088.142857142857	2590.642857142857	2.2857142857142856	2.785714285714285	1081.7142857142856	25.52341411001346	25.490196078431364	26.563534719897724	19.26178423342067
avg	1-18	76	My mother came to the rescue, and Cynthia has been with us nearly two years now.	16	12.499999999999998	6.928571428571429	1920.1011904761906	1938.285714285714	2137.214285714286	2503.0000000000005	1.3571428571428568	2.4285714285714284	1667.9285714285716	26.240076777834577	26.013967230727896	25.514569184968714	29.700338327694542
avg	1-18	77	She works in the Red Cross Hospital at Tadminster, seven miles away."	12	12.214285714285712	6.214285714285714	1680.216156462585	1700.142857142857	1962.7857142857142	2481.1428571428573	2.071428571428571	2.6428571428571432	913.7857142857143	23.69263829920406	25.315605694332515	25.2529689782138	16.271527053496477
avg	1-18	78	As he spoke the last words, we drew up in front of the fine old house.	16	10.785714285714285	5.92857142857143	1876.9166666666667	1850.285714285714	1876.7857142857142	2193.428571428571	1.4285714285714282	1.4999999999999996	1085.142857142857	22.436653070591795	21.823798012355617	21.8094211585772	19.322835847472717
avg	1-18	79	A lady in a stout tweed skirt, who was bending over a flower bed, straightened herself at our approach.	19	15.500000000000002	7.642857142857142	2682.838095238095	2716.4999999999995	2883.0	3324.857142857142	2.1428571428571423	2.642857142857143	1021.4285714285714	37.13188888077529	33.3467633628794	35.35107892000807	18.18829335300552
avg	1-18	80	"Hullo, Evie, here's our wounded hero!	6	6.214285714285714	2.714285714285714	811.4535714285715	829.2142857142858	969.0	1235.3571428571427	1.2142857142857142	1.4285714285714284	1247.142857142857	9.178915304451237	10.650013430029542	10.342612095820117	22.207524611431914
avg	1-19	82	Miss Howard shook hands with a hearty, almost painful, grip.	10	11.214285714285714	6.928571428571429	1664.5450680272108	1710.9999999999998	1849.4285714285713	2236.7142857142853	1.8571428571428568	2.071428571428571	215.85714285714286	22.037116241224275	22.87134031694869	22.327492156268306	3.843707868026761
avg	1-19	83	I had an impression of very blue eyes in a sunburnt face.	12	9.499999999999998	4.571428571428571	1460.6394557823128	1476.3571428571427	1582.142857142857	1957.3571428571427	1.4285714285714284	1.714285714285714	874.0714285714287	18.13354753236457	18.681171098576407	18.983967945096836	15.564345857393606
avg	1-19	84	She was a pleasant-looking woman of about forty, with a deep voice, almost manly in its stentorian tones, and had a large sensible square body, with feet to match...these last encased in good thick boots.	35	35.857142857142854	17.21428571428572	5232.936904761906	5256.000000000001	6282.785714285715	7696.142857142856	6.000000000000002	8.499999999999998	2851.5000000000005	86.78398931786653	83.10502283105019	87.66941046571807	50.77586426191144
avg	1-19	85	Her conversation, I soon found, was couched in the telegraphic style.	11	12.785714285714285	5.7857142857142865	1544.1059523809527	1528.5	1952.357142857143	2687.8571428571427	2.571428571428571	3.0714285714285716	813.1428571428571	23.54033444257832	26.712328767123278	27.727057208111574	14.479407799343695
avg	1-19	86	"Weeds grow like house afire.	5	7.785714285714285	3.1428571428571432	932.8511904761904	909.0	1146.7142857142858	1631.2142857142858	2.2857142857142856	2.4285714285714284	451.4285714285714	11.774339929689866	14.49100188020413	15.080482507048016	8.038462516852789
avg	1-19	87	Can't keep even with 'em.	5	7.5	2.7857142857142856	963.877380952381	1013.2142857142858	1130.142857142857	1704.357142857143	2.2142857142857144	1.9285714285714286	644.7142857142857	11.532322842448963	13.792640343808753	15.955902806776882	11.48024725903691
avg	1-20	90	"I'm sure I shall be only too delighted to make myself useful," I responded.	14	13.64285714285714	7.357142857142856	2127.5221088435374	2080.071428571429	2222.714285714286	2947.3571428571427	2.9285714285714284	2.5714285714285716	820.6428571428572	27.488759766745602	28.807413376309416	30.832918486348845	14.612958205082549
avg	1-20	94	"You're a cynic, Evie," said John, laughing.	7	8.214285714285714	3.928571428571429	1193.1607142857142	1201.857142857143	1403.7142857142856	1729.5000000000002	1.5714285714285714	2.2142857142857144	1556.857142857143	15.52769113612418	15.5385441847972	16.256828534808683	27.72252041413345
avg	1-20	95	"Where's tea today...inside or out?"	5	6.57142857142857	2.4285714285714284	848.8095238095239	867.4285714285714	1078.5	1343.428571428571	1.4285714285714284	1.857142857142857	383.7857142857143	10.778105799021503	11.522965350523766	11.636079784774969	6.833965047950955
avg	1-20	97	Too fine a day to be cooped up in the house."	11	8.357142857142858	5.142857142857142	1341.404761904762	1328.4285714285713	1417.5714285714284	1688.7142857142858	1.2142857142857142	1.6428571428571428	1211.5714285714287	15.73006749355838	15.887724952994894	15.768679129393464	21.574114115641933
avg	1-20	98	"Come on then, you've done enough gardening for today.	9	8.714285714285715	5.642857142857143	1285.1595238095238	1293.357142857143	1517.0714285714287	1729.5000000000002	1.2857142857142856	1.7857142857142856	196.78571428571428	17.183213194103967	16.760676873489118	16.256828534808683	3.504108264862252
avg	1-20	99	'The labourer is worthy of his hire', you know.	9	7.857142857142858	4.142857142857143	1191.0357142857142	1198.142857142857	1353.5	1697.0714285714287	1.2142857142857142	1.5714285714285712	562.5	14.794337634700245	14.66559226430298	15.868702737858575	10.016280430413879
avg	1-21	101	"Well," said Miss Howard, drawing off her gardening gloves, "I'm inclined to agree with you."	15	14.0	9.285714285714285	2353.1071428571427	2380.8571428571427	2668.285714285714	2918.0714285714284	1.1428571428571428	2.7142857142857144	438.78571428571433	33.99609851764534	29.680365296803647	30.482408405402722	7.813334690035869
avg	1-21	102	She led the way round the house to where tea was spread under the shade of a large sycamore.	19	14.64285714285714	8.928571428571429	2472.464285714286	2493.7857142857147	2664.214285714286	3030.3571428571427	1.7857142857142856	2.4285714285714284	663.0714285714286	33.9366374229353	31.251678753693245	31.826315349908363	11.807127775940577
avg	1-21	103	A figure rose from one of the basket chairs, and came a few steps to meet us.	17	12.500000000000004	7.214285714285714	1955.873809523809	1960.3571428571427	2264.714285714286	2530.1428571428573	1.3571428571428568	2.428571428571429	627.0714285714286	28.102147901649268	26.01396723072791	25.83943218682122	11.166085828394088
avg	1-21	104	"My wife, Hastings," said John.	5	7.285714285714286	2.714285714285714	846.1011904761904	847.2857142857144	1035.5	1599.0	2.5	1.7857142857142856	667.0714285714286	10.150113184715373	13.268869191512216	14.694921418007278	11.878354659001298
avg	1-21	105	I shall never forget my first sight of Mary Cavendish.	10	9.5	4.357142857142857	1165.492857142857	1140.4285714285716	1356.0	1950.5000000000002	2.4285714285714284	2.2857142857142856	1095.7857142857142	14.830848833206417	18.68117109857641	18.90189729199726	19.512350232759278
avg	1-22	107	I shall never forget them.	5	2.7857142857142856	2.2142857142857144	535.3214285714286	513.5714285714287	557.5714285714287	674.2857142857142	0.21428571428571427	0.42857142857142855	145.0	3.170215207435768	2.2696749932849842	3.627351886474191	2.581974510951133
avg	1-23	108	She greeted me with a few words of pleasant welcome in a low clear voice, and I sank into a basket chair feeling distinctly glad that I had accepted John's invitation.	31	27.285714285714285	16.28571428571429	4301.547619047619	4392.214285714284	4889.071428571428	5672.285714285714	4.071428571428571	5.285714285714286	1363.3571428571431	66.42951773922661	62.154176739188806	63.44659916443132	24.27691994607108
avg	1-23	109	Mrs. Cavendish gave me some tea, and her few quiet remarks heightened my first impression of her as a thoroughly fascinating woman.	22	20.64285714285714	11.714285714285715	3083.9130952380947	3126.8571428571427	3550.0714285714284	4411.142857142857	3.5000000000000004	4.857142857142858	966.0714285714286	46.874119819321734	45.91727101799622	48.35243821520004	17.202564167790186
avg	1-23	110	An appreciative listener is always stimulating, and I described, in a humorous manner, certain incidents of my Convalescent Home, in a way which, I flatter myself, greatly amused my hostess.	30	32.57142857142858	15.857142857142856	4457.652380952381	4404.714285714286	5306.142857142857	6875.571428571428	5.8571428571428585	7.714285714285714	2136.4285714285716	72.520628827156	75.07386516250335	77.84828897813489	38.04278700618148
avg	1-23	111	John, of course, good fellow though he is, could hardly be called a brilliant conversationalist.	15	14.571428571428573	7.214285714285714	2031.6768707482993	2057.142857142857	2323.214285714286	3001.285714285714	2.5	3.4285714285714284	1450.357142857143	28.956509946693657	31.07708836959441	31.478369976871598	25.826104652641757
avg	1-24	112	At that moment a well remembered voice floated through the open French window near at hand: "Then you'll write to the Princess after tea, Alfred?	25	25.357142857142858	14.57142857142857	3731.7011904761903	3784.428571428572	4149.642857142858	5117.357142857142	4.857142857142857	5.357142857142857	1266.4285714285718	55.63054839820158	57.44023636852	56.80486058182043	22.550939940474684
avg	1-24	113	I'll write to Lady Tadminster for the second day, myself.	10	10.071428571428571	4.928571428571428	1416.357142857143	1437.071428571429	1757.857142857143	2023.9285714285713	1.0714285714285714	2.2857142857142856	542.0714285714287	20.699763198798262	20.07789417136717	19.780737202271936	9.65251456335377
avg	1-24	114	Or shall we wait until we hear from the Princess?	10	8.714285714285715	5.0	1341.904761904762	1377.2142857142856	1499.0	1738.9285714285713	1.2857142857142858	1.8571428571428572	535.5	16.919289387759363	16.760676873489118	16.3696756828206	9.535498969754013
