WORD_ID	SENTENCE_ID
1-13-67	44
1-13-68	44
1-13-69	44
1-13-70	44
1-13-71	44
1-13-72	44
1-13-73	44
1-13-74	44
1-13-75	44
1-14-1	45
1-14-2	45
1-14-3	46
1-14-4	46
1-14-5	46
1-14-6	46
1-14-7	46
1-14-8	46
1-14-9	46
1-14-10	46
1-14-11	46
1-14-12	46
1-14-13	46
1-14-14	47
1-14-15	47
1-14-16	47
1-14-17	47
1-14-18	47
1-14-19	47
1-14-20	47
1-14-21	47
1-14-22	47
1-14-23	48
1-14-24	48
1-14-25	48
1-14-26	48
1-14-27	48
1-14-28	48
1-14-29	48
1-14-30	48
1-14-31	48
1-14-32	48
1-14-33	48
1-14-34	48
1-14-35	48
1-14-36	48
1-14-37	48
1-14-38	48
1-14-39	48
1-14-40	48
1-14-41	48
1-14-42	48
1-14-43	48
1-14-44	48
1-14-45	48
1-14-46	48
1-14-47	49
1-14-48	49
1-14-49	49
1-14-50	49
1-14-51	49
1-14-52	49
1-14-53	49
1-14-54	49
1-14-55	49
1-14-56	49
1-14-57	49
1-14-58	49
1-14-59	50
1-14-60	50
1-14-61	50
1-14-62	50
1-14-63	50
1-14-64	50
1-14-65	50
1-14-66	50
1-14-67	50
1-14-68	50
1-14-69	50
1-14-70	50
1-14-71	50
1-14-72	50
1-14-73	50
1-14-74	50
1-14-75	50
1-14-76	51
1-14-77	51
1-14-78	51
1-14-79	51
1-14-80	51
1-14-81	51
1-14-82	51
1-14-83	51
1-14-84	51
1-15-1	52
1-15-2	53
1-15-3	53
1-15-4	54
1-15-5	54
1-15-6	54
1-15-7	54
1-15-8	54
1-15-9	54
1-15-10	54
1-15-11	54
1-15-12	54
1-15-13	54
1-15-14	54
1-15-15	54
1-15-16	54
1-15-17	54
1-15-18	54
1-15-19	54
1-15-20	54
1-15-21	54
1-15-22	54
1-15-23	54
1-15-24	54
1-15-25	54
1-15-26	54
1-15-27	54
1-15-28	54
1-15-29	54
1-15-30	54
1-15-31	54
1-15-32	54
1-15-33	54
1-15-34	54
1-15-35	54
1-15-36	54
1-15-37	54
1-15-38	54
1-15-39	54
1-15-40	54
1-15-41	54
1-15-42	55
1-15-43	55
1-15-44	55
1-15-45	55
1-15-46	55
1-15-47	55
1-15-48	55
1-15-49	55
1-15-50	55
1-15-51	55
1-15-52	55
1-15-53	55
1-15-54	55
1-15-55	55
1-15-56	56
1-15-57	56
1-15-58	56
1-15-59	56
1-15-60	56
1-15-61	56
1-15-62	56
1-15-63	56
1-15-64	56
1-15-65	56
1-15-66	56
1-15-67	56
1-15-68	57
1-15-69	57
1-15-70	57
1-15-71	57
1-15-72	57
1-15-73	57
1-16-1	58
1-16-2	58
1-16-3	58
1-16-4	58
1-16-5	58
1-16-6	58
1-16-7	58
1-16-8	58
1-16-9	58
1-16-10	58
1-16-11	58
1-16-12	58
1-16-13	58
1-16-14	58
1-16-15	58
1-16-16	58
1-16-17	58
1-16-18	58
1-16-19	58
1-16-20	58
1-16-21	58
1-16-22	58
1-16-23	58
1-16-24	58
1-16-25	58
1-16-26	58
1-16-27	59
1-16-28	59
1-16-29	59
1-16-30	59
1-16-31	59
1-16-32	59
1-16-33	59
1-16-34	59
1-16-35	59
1-16-36	60
1-16-37	60
1-16-38	60
1-16-39	60
1-16-40	60
1-16-41	60
1-16-42	60
1-16-43	60
1-16-44	60
1-16-45	60
1-16-46	60
1-16-47	60
1-16-48	60
1-16-49	60
1-16-50	60
1-16-51	60
1-16-52	60
1-16-53	60
1-16-54	60
1-16-55	60
1-16-56	60
1-16-57	60
1-16-58	60
1-16-59	60
1-16-60	60
1-16-61	60
1-16-62	60
1-16-63	60
1-16-64	60
1-16-65	60
1-16-66	60
1-16-67	60
1-16-68	60
1-16-69	60
1-16-70	60
1-16-71	60
1-16-72	60
1-16-73	60
1-16-74	61
1-16-75	61
1-16-76	61
1-16-77	61
1-16-78	61
1-16-79	61
1-16-80	61
1-16-81	61
1-16-82	61
1-16-83	62
1-16-84	62
1-16-85	62
1-16-86	62
1-16-87	62
1-16-88	62
1-16-89	62
1-16-90	62
1-16-91	62
1-16-92	62
1-16-93	62
1-16-94	62
1-16-95	62
1-16-96	62
1-16-97	62
1-16-98	62
1-16-99	62
1-16-100	62
1-16-101	62
1-16-102	62
1-16-103	63
1-16-104	63
1-16-105	63
1-16-106	63
1-16-107	63
1-16-108	63
1-16-109	63
1-16-110	63
1-17-1	64
1-17-2	64
1-17-3	64
1-17-4	64
1-17-5	64
1-17-6	64
1-17-7	64
1-17-8	64
1-17-9	64
1-17-10	64
1-17-11	64
1-17-12	64
1-17-13	65
1-17-14	65
1-17-15	65
1-17-16	65
1-17-17	65
1-17-18	65
1-17-19	65
1-17-20	65
1-17-21	65
1-17-22	65
1-17-23	65
1-17-24	65
1-17-25	65
1-17-26	65
1-17-27	65
1-17-28	66
1-17-29	66
1-17-30	66
1-17-31	66
1-17-32	66
1-17-33	66
1-17-34	66
1-17-35	67
1-17-36	67
1-17-37	67
1-17-38	67
1-17-39	67
1-17-40	67
1-17-41	67
1-17-42	67
1-17-43	67
1-17-44	67
1-17-45	67
1-17-46	67
1-17-47	67
1-17-48	67
1-17-49	67
1-17-50	67
1-17-51	68
1-17-52	68
1-17-53	68
1-17-54	68
1-17-55	68
1-17-56	68
1-17-57	68
1-17-58	68
1-17-59	68
1-17-60	68
1-17-61	68
1-17-62	68
1-17-63	68
1-17-64	68
1-17-65	68
1-17-66	68
1-17-67	69
1-17-68	69
1-17-69	69
1-17-70	69
1-17-71	69
1-17-72	69
1-17-73	69
1-17-74	69
1-17-75	69
1-17-76	69
1-17-77	70
1-17-78	70
1-17-79	70
1-17-80	70
1-17-81	70
1-17-82	70
1-17-83	70
1-17-84	70
1-17-85	70
1-17-86	71
1-17-87	71
1-17-88	71
1-17-89	71
1-17-90	71
1-17-91	71
1-17-92	71
1-17-93	71
1-17-94	71
1-18-1	72
1-18-2	73
1-18-3	73
1-18-4	73
1-18-5	73
1-18-6	74
1-18-7	74
1-18-8	74
1-18-9	74
1-18-10	74
1-18-11	74
1-18-12	74
1-18-13	74
1-18-14	74
1-18-15	74
1-18-16	74
1-18-17	74
1-18-18	74
1-18-19	74
1-18-20	74
1-18-21	74
1-18-22	74
1-18-23	74
1-18-24	74
1-18-25	74
1-18-26	74
1-18-27	75
1-18-28	75
1-18-29	75
1-18-30	75
1-18-31	75
1-18-32	75
1-18-33	75
1-18-34	75
1-18-35	75
1-18-36	75
1-18-37	75
1-18-38	75
1-18-39	75
1-18-40	76
1-18-41	76
1-18-42	76
1-18-43	76
1-18-44	76
1-18-45	76
1-18-46	76
1-18-47	76
1-18-48	76
1-18-49	76
1-18-50	76
1-18-51	76
1-18-52	76
1-18-53	76
1-18-54	76
1-18-55	76
1-18-56	77
1-18-57	77
1-18-58	77
1-18-59	77
1-18-60	77
1-18-61	77
1-18-62	77
1-18-63	77
1-18-64	77
1-18-65	77
1-18-66	77
1-18-67	77
1-18-68	78
1-18-69	78
1-18-70	78
1-18-71	78
1-18-72	78
1-18-73	78
1-18-74	78
1-18-75	78
1-18-76	78
1-18-77	78
1-18-78	78
1-18-79	78
1-18-80	78
1-18-81	78
1-18-82	78
1-18-83	78
1-18-84	79
1-18-85	79
1-18-86	79
1-18-87	79
1-18-88	79
1-18-89	79
1-18-90	79
1-18-91	79
1-18-92	79
1-18-93	79
1-18-94	79
1-18-95	79
1-18-96	79
1-18-97	79
1-18-98	79
1-18-99	79
1-18-100	79
1-18-101	79
1-18-102	79
1-18-103	80
1-18-104	80
1-18-105	80
1-18-106	80
1-18-107	80
1-18-108	80
1-18-109	81
1-18-110	81
1-18-111	81
1-19-1	82
1-19-2	82
1-19-3	82
1-19-4	82
1-19-5	82
1-19-6	82
1-19-7	82
1-19-8	82
1-19-9	82
1-19-10	82
1-19-11	83
1-19-12	83
1-19-13	83
1-19-14	83
1-19-15	83
1-19-16	83
1-19-17	83
1-19-18	83
1-19-19	83
1-19-20	83
1-19-21	83
1-19-22	83
1-19-23	84
1-19-24	84
1-19-25	84
1-19-26	84
1-19-27	84
1-19-28	84
1-19-29	84
1-19-30	84
1-19-31	84
1-19-32	84
1-19-33	84
1-19-34	84
1-19-35	84
1-19-36	84
1-19-37	84
1-19-38	84
1-19-39	84
1-19-40	84
1-19-41	84
1-19-42	84
1-19-43	84
1-19-44	84
1-19-45	84
1-19-46	84
1-19-47	84
1-19-48	84
1-19-49	84
1-19-50	84
1-19-51	84
1-19-52	84
1-19-53	84
1-19-54	84
1-19-55	84
1-19-56	84
1-19-57	84
1-19-58	85
1-19-59	85
1-19-60	85
1-19-61	85
1-19-62	85
1-19-63	85
1-19-64	85
1-19-65	85
1-19-66	85
1-19-67	85
1-19-68	85
1-19-69	86
1-19-70	86
1-19-71	86
1-19-72	86
1-19-73	86
1-19-74	87
1-19-75	87
1-19-76	87
1-19-77	87
1-19-78	87
1-19-79	88
1-19-80	88
1-19-81	88
1-19-82	88
1-19-83	89
1-19-84	89
1-19-85	89
1-20-1	90
1-20-2	90
1-20-3	90
1-20-4	90
1-20-5	90
1-20-6	90
1-20-7	90
1-20-8	90
1-20-9	90
1-20-10	90
1-20-11	90
1-20-12	90
1-20-13	90
1-20-14	90
1-20-15	91
1-20-16	91
1-20-17	91
1-20-18	92
1-20-19	92
1-20-20	93
1-20-21	93
1-20-22	93
1-20-23	93
1-20-24	94
1-20-25	94
1-20-26	94
1-20-27	94
1-20-28	94
1-20-29	94
1-20-30	94
1-20-31	95
1-20-32	95
1-20-33	95
1-20-34	95
1-20-35	95
1-20-36	96
1-20-37	97
1-20-38	97
1-20-39	97
1-20-40	97
1-20-41	97
1-20-42	97
1-20-43	97
1-20-44	97
1-20-45	97
1-20-46	97
1-20-47	97
1-20-48	98
1-20-49	98
1-20-50	98
1-20-51	98
1-20-52	98
1-20-53	98
1-20-54	98
1-20-55	98
1-20-56	98
1-20-57	99
1-20-58	99
1-20-59	99
1-20-60	99
1-20-61	99
1-20-62	99
1-20-63	99
1-20-64	99
1-20-65	99
1-20-66	100
1-20-67	100
1-20-68	100
1-20-69	100
1-21-1	101
1-21-2	101
1-21-3	101
1-21-4	101
1-21-5	101
1-21-6	101
1-21-7	101
1-21-8	101
1-21-9	101
1-21-10	101
1-21-11	101
1-21-12	101
1-21-13	101
1-21-14	101
1-21-15	101
1-21-16	102
1-21-17	102
1-21-18	102
1-21-19	102
1-21-20	102
1-21-21	102
1-21-22	102
1-21-23	102
1-21-24	102
1-21-25	102
1-21-26	102
1-21-27	102
1-21-28	102
1-21-29	102
1-21-30	102
1-21-31	102
1-21-32	102
1-21-33	102
1-21-34	102
1-21-35	103
1-21-36	103
1-21-37	103
1-21-38	103
1-21-39	103
1-21-40	103
1-21-41	103
1-21-42	103
1-21-43	103
1-21-44	103
1-21-45	103
1-21-46	103
1-21-47	103
1-21-48	103
1-21-49	103
1-21-50	103
1-21-51	103
1-21-52	104
1-21-53	104
1-21-54	104
1-21-55	104
1-21-56	104
1-21-57	105
1-21-58	105
1-21-59	105
1-21-60	105
1-21-61	105
1-21-62	105
1-21-63	105
1-21-64	105
1-21-65	105
1-21-66	105
1-22-1	106
1-22-2	106
1-22-3	106
1-22-4	106
1-22-5	106
1-22-6	106
1-22-7	106
1-22-8	106
1-22-9	106
1-22-10	106
1-22-11	106
1-22-12	106
1-22-13	106
1-22-14	106
1-22-15	106
1-22-16	106
1-22-17	106
1-22-18	106
1-22-19	106
1-22-20	106
1-22-21	106
1-22-22	106
1-22-23	106
1-22-24	106
1-22-25	106
1-22-26	106
1-22-27	106
1-22-28	106
1-22-29	106
1-22-30	106
1-22-31	106
1-22-32	106
1-22-33	106
1-22-34	106
1-22-35	106
1-22-36	106
1-22-37	106
1-22-38	106
1-22-39	106
1-22-40	106
1-22-41	106
1-22-42	106
1-22-43	106
1-22-44	106
1-22-45	106
1-22-46	106
1-22-47	106
1-22-48	106
1-22-49	106
1-22-50	106
1-22-51	106
1-22-52	106
1-22-53	106
1-22-54	106
1-22-55	106
1-22-56	106
1-22-57	106
1-22-58	106
1-22-59	106
1-22-60	106
1-22-61	106
1-22-62	106
1-22-63	106
1-22-64	106
1-22-65	106
1-22-66	106
1-22-67	106
1-22-68	106
1-22-69	106
1-22-70	107
1-22-71	107
1-22-72	107
1-22-73	107
1-22-74	107
1-23-1	108
1-23-2	108
1-23-3	108
1-23-4	108
1-23-5	108
1-23-6	108
1-23-7	108
1-23-8	108
1-23-9	108
1-23-10	108
1-23-11	108
1-23-12	108
1-23-13	108
1-23-14	108
1-23-15	108
1-23-16	108
1-23-17	108
1-23-18	108
1-23-19	108
1-23-20	108
1-23-21	108
1-23-22	108
1-23-23	108
1-23-24	108
1-23-25	108
1-23-26	108
1-23-27	108
1-23-28	108
1-23-29	108
1-23-30	108
1-23-31	108
1-23-32	109
1-23-33	109
1-23-34	109
1-23-35	109
1-23-36	109
1-23-37	109
1-23-38	109
1-23-39	109
1-23-40	109
1-23-41	109
1-23-42	109
1-23-43	109
1-23-44	109
1-23-45	109
1-23-46	109
1-23-47	109
1-23-48	109
1-23-49	109
1-23-50	109
1-23-51	109
1-23-52	109
1-23-53	109
1-23-54	110
1-23-55	110
1-23-56	110
1-23-57	110
1-23-58	110
1-23-59	110
1-23-60	110
1-23-61	110
1-23-62	110
1-23-63	110
1-23-64	110
1-23-65	110
1-23-66	110
1-23-67	110
1-23-68	110
1-23-69	110
1-23-70	110
1-23-71	110
1-23-72	110
1-23-73	110
1-23-74	110
1-23-75	110
1-23-76	110
1-23-77	110
1-23-78	110
1-23-79	110
1-23-80	110
1-23-81	110
1-23-82	110
1-23-83	110
1-23-84	111
1-23-85	111
1-23-86	111
1-23-87	111
1-23-88	111
1-23-89	111
1-23-90	111
1-23-91	111
1-23-92	111
1-23-93	111
1-23-94	111
1-23-95	111
1-23-96	111
1-23-97	111
1-23-98	111
1-24-1	112
1-24-2	112
1-24-3	112
1-24-4	112
1-24-5	112
1-24-6	112
1-24-7	112
1-24-8	112
1-24-9	112
1-24-10	112
1-24-11	112
1-24-12	112
1-24-13	112
1-24-14	112
1-24-15	112
1-24-16	112
1-24-17	112
1-24-18	112
1-24-19	112
1-24-20	112
1-24-21	112
1-24-22	112
1-24-23	112
1-24-24	112
1-24-25	112
1-24-26	113
1-24-27	113
1-24-28	113
1-24-29	113
1-24-30	113
1-24-31	113
1-24-32	113
1-24-33	113
1-24-34	113
1-24-35	113
1-24-36	114
1-24-37	114
1-24-38	114
1-24-39	114
1-24-40	114
1-24-41	114
1-24-42	114
1-24-43	114
1-24-44	114
1-24-45	114
1-24-46	115
1-24-47	115
1-24-48	115
1-24-49	115
1-24-50	115
1-24-51	115
1-24-52	115
1-24-53	115
1-24-54	115
1-24-55	115
1-24-56	115
1-24-57	115
1-24-58	115
1-24-59	115
1-24-60	115
1-24-61	115
1-24-62	115
1-24-63	115
1-24-64	116
1-24-65	116
1-24-66	116
1-24-67	116
1-24-68	116
1-24-69	116
1-24-70	116
1-24-71	117
1-24-72	117
1-24-73	117
1-24-74	117
1-24-75	117
1-24-76	117
1-24-77	117
1-24-78	117
1-24-79	117
1-24-80	117
1-24-81	117
1-24-82	117
1-24-83	117
1-24-84	117
1-24-85	117
1-24-86	117
1-24-87	117
1-24-88	118
1-24-89	118
1-24-90	118
1-24-91	118
1-24-92	118
1-24-93	118
1-24-94	119
1-24-95	119
1-24-96	119
1-24-97	119
1-24-98	119
1-24-99	119
1-25-1	120
1-25-2	120
1-25-3	120
1-25-4	120
1-25-5	120
1-25-6	120
1-25-7	120
1-25-8	120
1-25-9	120
1-25-10	120
1-25-11	120
1-25-12	120
1-25-13	120
1-25-14	120
1-25-15	120
1-25-16	120
1-25-17	120
1-25-18	120
1-25-19	120
1-25-20	120
1-25-21	120
1-25-22	120
1-25-23	120
1-25-24	120
1-25-25	120
1-25-26	120
1-25-27	120
1-25-28	120
1-25-29	120
1-25-30	121
1-25-31	121
1-25-32	121
1-25-33	121
1-25-34	121
1-25-35	121
1-25-36	121
1-25-37	121
1-25-38	121
1-25-39	121
1-25-40	121
1-25-41	122
1-25-42	122
1-25-43	122
1-25-44	122
1-25-45	122
1-25-46	122
1-25-47	123
1-25-48	123
1-25-49	123
1-25-50	123
1-25-51	123
1-25-52	123
1-25-53	123
1-25-54	123
1-25-55	123
1-25-56	123
1-25-57	123
1-25-58	123
1-25-59	123
1-25-60	123
1-25-61	123
1-25-62	123
1-25-63	124
1-25-64	124
1-25-65	124
1-25-66	124
1-25-67	124
1-25-68	125
1-25-69	125
1-25-70	125
1-25-71	125
1-25-72	125
1-25-73	125
1-25-74	125
1-25-75	125
1-25-76	126
1-25-77	126
1-25-78	126
1-25-79	126
1-25-80	126
